method_id,method_name,class_name,software_system,filepath,start_line,end_line,Length_of_Head_Comment,Head_Comment,Length_of_the_Implementation,Method_Implementation
11,deleteRecipe,RecipeBook,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/RecipeBook.java,57,63,6,/**\n   * Returns the name of the recipe deleted at the position specified\n   * and null if the recipe does not exist.\n   * @param recipeToDelete\n   * @return String\n   */,7,  public synchronized String deleteRecipe(int recipeToDelete) {\n    if (recipeArray[recipeToDelete] != null) {\n      String recipeName = recipeArray[recipeToDelete].getName();\n      recipeArray[recipeToDelete] = null;\n      return recipeName;\n    } else {\n      return null;\n
12,RecipeBook,RecipeBook,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/RecipeBook.java,13,14,3,/**\n   * Default constructor for a RecipeBook.\n   */,2,  public RecipeBook() {\n    recipeArray = new Recipe[NUM_RECIPES];\n
13,makeCoffee,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,86,101,7,"/**\n   * Returns the change of a user's beverage purchase, or\n   * the user's money if the beverage cannot be made\n   * @param r\n   * @param amtPaid\n   * @return int\n   */",16,"  public synchronized int makeCoffee(int recipeToPurchase, int amtPaid) {\n    int change = 0;\n    \n    if (getRecipes()[recipeToPurchase] == null) {\n      change = amtPaid;\n    } else if (getRecipes()[recipeToPurchase].getPrice() <= amtPaid) {\n      if (inventory.useIngredients(getRecipes()[recipeToPurchase])) {\n        change = amtPaid - getRecipes()[recipeToPurchase].getPrice();\n      } else {\n        change = amtPaid;\n      }\n    } else {\n      change = amtPaid;\n    }\n    \n    return change;\n"
14,addInventory,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,64,68,8,/**\n   * Returns true if inventory was successfully added\n   * @param amtCoffee\n   * @param amtMilk\n   * @param amtSugar\n   * @param amtChocolate\n   * @return boolean\n   */,5,"  public synchronized void addInventory(String amtCoffee, String amtMilk, String amtSugar, String amtChocolate) throws InventoryException {\n    inventory.addCoffee(amtCoffee);\n    inventory.addMilk(amtMilk);\n    inventory.addSugar(amtSugar);\n    inventory.addChocolate(amtChocolate);\n"
15,checkInventory,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,75,76,4,/**\n   * Returns the inventory of the coffee maker\n   * @return Inventory\n   */,2,  public synchronized String checkInventory() {\n    return inventory.toString();\n
16,deleteRecipe,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,41,42,7,/**\n   * Returns the name of the successfully deleted recipe\n   * or null if the recipe cannot be deleted.\n   * \n   * @param recipeToDelete\n   * @return String\n   */,2,  public String deleteRecipe(int recipeToDelete) {\n    return recipeBook.deleteRecipe(recipeToDelete);\n
17,editRecipe,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,52,53,7,/**\n   * Returns the name of the successfully edited recipe\n   * or null if the recipe cannot be edited.\n   * @param recipeToEdit\n   * @param r\n   * @return String\n   */,2,"  public String editRecipe(int recipeToEdit, Recipe r) {\n    return recipeBook.editRecipe(recipeToEdit, r);\n"
18,CoffeeMaker,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,18,20,4,/**\n   * Constructor for the coffee maker\n   *\n   */,3,  public CoffeeMaker() {\n    recipeBook = new RecipeBook();\n    inventory = new Inventory();\n
19,addRecipe,CoffeeMaker,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/CoffeeMaker.java,30,31,7,/**\n   * Returns true if the recipe is added to the\n   * list of recipes in the CoffeeMaker and false\n   * otherwise.\n   * @param r\n   * @return boolean\n   */,2,  public boolean addRecipe(Recipe r) {\n    return recipeBook.addRecipe(r);\n
20,setAmtChocolate,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,37,47,3,/**\n   * @param amtChocolate   The amtChocolate to set.\n   */,11,"  public void setAmtChocolate(String chocolate) throws RecipeException {\n    int amtChocolate = 0;\n    try {\n      amtChocolate = Integer.parseInt(chocolate);\n    } catch (NumberFormatException e) {\n      throw new RecipeException(""Units of chocolate must be a positive integer"");\n    }\n    if (amtChocolate >= 0) {\n      this.amtChocolate = amtChocolate;\n    } else {\n      throw new RecipeException(""Units of chocolate must be a positive integer"");\n"
21,getPrice,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,133,134,3,/**\n   * @return   Returns the price.\n   */,2,  public int getPrice() {\n    return price;\n
22,setPrice,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,139,149,3,/**\n   * @param price   The price to set.\n   */,11,"  public void setPrice(String price) throws RecipeException{\n    int amtPrice = 0;\n    try {\n      amtPrice = Integer.parseInt(price);\n    } catch (NumberFormatException e) {\n      throw new RecipeException(""Price must be a positive integer"");\n    }\n    if (amtPrice >= 0) {\n      this.price = amtPrice;\n    } else {\n      throw new RecipeException(""Price must be a positive integer"");\n"
23,getAmtCoffee,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,53,54,3,/**\n   * @return   Returns the amtCoffee.\n   */,2,  public int getAmtCoffee() {\n    return amtCoffee;\n
24,setAmtMilk,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,81,91,3,/**\n   * @param amtMilk   The amtMilk to set.\n   */,11,"  public void setAmtMilk(String milk) throws RecipeException{\n    int amtMilk = 0;\n    try {\n      amtMilk = Integer.parseInt(milk);\n    } catch (NumberFormatException e) {\n      throw new RecipeException(""Units of milk must be a positive integer"");\n    }\n    if (amtMilk >= 0) {\n      this.amtMilk = amtMilk;\n    } else {\n      throw new RecipeException(""Units of milk must be a positive integer"");\n"
25,getAmtMilk,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,75,76,3,/**\n   * @return   Returns the amtMilk.\n   */,2,  public int getAmtMilk() {\n    return amtMilk;\n
26,setAmtCoffee,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,59,69,3,/**\n   * @param amtCoffee   The amtCoffee to set.\n   */,11,"  public void setAmtCoffee(String coffee) throws RecipeException {\n    int amtCoffee = 0;\n    try {\n      amtCoffee = Integer.parseInt(coffee);\n    } catch (NumberFormatException e) {\n      throw new RecipeException(""Units of coffee must be a positive integer"");\n    }\n    if (amtCoffee >= 0) {\n      this.amtCoffee = amtCoffee;\n    } else {\n      throw new RecipeException(""Units of coffee must be a positive integer"");\n"
27,getAmtSugar,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,97,98,3,/**\n   * @return   Returns the amtSugar.\n   */,2,  public int getAmtSugar() {\n    return amtSugar;\n
28,getName,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,119,120,3,/**\n   * @return   Returns the name.\n   */,2,  public String getName() {\n    return name;\n
29,getAmtChocolate,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,31,32,3,/**\n   * @return   Returns the amtChocolate.\n   */,2,  public int getAmtChocolate() {\n    return amtChocolate;\n
30,setName,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,125,127,3,/**\n   * @param name   The name to set.\n   */,3,  public void setName(String name) {\n    if(name != null) {\n      this.name = name;\n
31,Recipe,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,19,25,3,/**\n   * Creates a default recipe for the coffee maker.\n   */,7,"  public Recipe() {\n    this.name = """";\n    this.price = 0;\n    this.amtCoffee = 0;\n    this.amtMilk = 0;\n    this.amtSugar = 0;\n    this.amtChocolate = 0;\n"
32,setAmtSugar,Recipe,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Recipe.java,103,113,3,/**\n   * @param amtSugar   The amtSugar to set.\n   */,11,"  public void setAmtSugar(String sugar) throws RecipeException {\n    int amtSugar = 0;\n    try {\n      amtSugar = Integer.parseInt(sugar);\n    } catch (NumberFormatException e) {\n      throw new RecipeException(""Units of sugar must be a positive integer"");\n    }\n    if (amtSugar >= 0) {\n      this.amtSugar = amtSugar;\n    } else {\n      throw new RecipeException(""Units of sugar must be a positive integer"");\n"
33,setMilk,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,123,125,5,/**\n   * Sets the number of milk units in the inventory\n   * to the specified amount.\n   * @param milk\n   */,3,  public synchronized void setMilk(int milk) {\n    if(milk >= 0) {\n      Inventory.milk = milk;\n
34,getChocolate,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,33,34,5,/**\n   * Returns the current number of chocolate units in \n   * the inventory.\n   * @return int\n   */,2,  public int getChocolate() {\n    return chocolate;\n
35,addSugar,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,175,185,6,/**\n   * Add the number of sugar units in the inventory \n   * to the current amount of sugar units.\n   * @param sugar\n   * @throws InventoryException\n   */,11,"  public synchronized void addSugar(String sugar) throws InventoryException {\n    int amtSugar = 0;\n    try {\n      amtSugar = Integer.parseInt(sugar);\n    } catch (NumberFormatException e) {\n      throw new InventoryException(""Units of sugar must be a positive integer"");\n    }\n    if (amtSugar >= 0) { \n      Inventory.sugar += amtSugar;\n    } else {\n      throw new InventoryException(""Units of sugar must be a positive integer"");\n"
36,setSugar,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,163,165,5,/**\n   * Sets the number of sugar units in the inventory\n   * to the specified amount.\n   * @param sugar\n   */,3,  public synchronized void setSugar(int sugar) {\n    if(sugar >= 0) {\n      Inventory.sugar = sugar;\n
37,getSugar,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,154,155,5,/**\n   * Returns the current number of sugar units in \n   * the inventory.\n   * @return int\n   */,2,  public int getSugar() {\n    return sugar;\n
38,useIngredients,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,218,226,6,/**\n   * Removes the ingredients used to make the specified \n   * recipe.  Assumes that the user has checked that there\n   * are enough ingredients to make \n   * @param r\n   */,9,  public synchronized boolean useIngredients(Recipe r) {\n    if (enoughIngredients(r)) {\n      Inventory.coffee -= r.getAmtCoffee();\n      Inventory.milk -= r.getAmtMilk();\n      Inventory.sugar -= r.getAmtSugar();\n      Inventory.chocolate -= r.getAmtChocolate();\n      return true;\n    } else {\n      return false;\n
39,setCoffee,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,83,85,5,/**\n   * Sets the number of coffee units in the inventory \n   * to the specified amount.\n   * @param coffee\n   */,3,  public synchronized void setCoffee(int coffee) {\n    if(coffee >= 0) {\n      Inventory.coffee = coffee;\n
40,addChocolate,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,55,65,6,/**\n   * Add the number of chocolate units in the inventory \n   * to the current amount of chocolate units.\n   * @param chocolate\n   * @throws InventoryException\n   */,11,"  public synchronized void addChocolate(String chocolate) throws InventoryException {\n    int amtChocolate = 0;\n    try {\n      amtChocolate = Integer.parseInt(chocolate);\n    } catch (NumberFormatException e) {\n      throw new InventoryException(""Units of chocolate must be a positive integer"");\n    }\n    if (amtChocolate >= 0) {\n      Inventory.chocolate += amtChocolate;\n    } else {\n      throw new InventoryException(""Units of chocolate must be a positive integer"");\n"
41,setChocolate,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,42,44,5,/**\n   * Sets the number of chocolate units in the inventory\n   * to the specified amount.\n   * @param chocolate\n   */,3,  public synchronized void setChocolate(int chocolate) {\n    if(chocolate >= 0) {\n      Inventory.chocolate = chocolate;\n
42,getCoffee,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,74,75,5,/**\n   * Returns the current number of coffee units in\n   * the inventory.\n   * @return int\n   */,2,  public int getCoffee() {\n    return coffee;\n
43,getMilk,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,114,115,5,/**\n   * Returns the current number of milk units in\n   * the inventory.\n   * @return int\n   */,2,  public int getMilk() {\n    return milk;\n
44,enoughIngredients,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,195,209,6,/**\n   * Returns true if there are enough ingredients to make\n   * the beverage.\n   * @param r\n   * @return boolean\n   */,15,  protected synchronized boolean enoughIngredients(Recipe r) {\n    boolean isEnough = true;\n    if(Inventory.coffee < r.getAmtCoffee()) {\n      isEnough = false;\n    }\n    if(Inventory.milk < r.getAmtMilk()) {\n      isEnough = false;\n    }\n    if(Inventory.sugar < r.getAmtSugar()) {\n      isEnough = false;\n    }\n    if(Inventory.chocolate < r.getAmtChocolate()) {\n      isEnough = false;\n    }\n    return isEnough;\n
45,addMilk,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,135,145,6,/**\n   * Add the number of milk units in the inventory \n   * to the current amount of milk units.\n   * @param milk\n   * @throws InventoryException\n   */,11,"  public synchronized void addMilk(String milk) throws InventoryException {\n    int amtMilk = 0;\n    try {\n      amtMilk = Integer.parseInt(milk);\n    } catch (NumberFormatException e) {\n      throw new InventoryException(""Units of milk must be a positive integer"");\n    }\n    if (amtMilk >= 0) {\n      Inventory.milk += amtMilk;\n    } else {\n      throw new InventoryException(""Units of milk must be a positive integer"");\n"
46,Inventory,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,21,25,4,/**\n   * Creates a coffee maker inventory object and\n   * fills each item in the inventory with 15 units.\n   */,5,  public Inventory() {\n    setCoffee(15);\n    setMilk(15);\n    setSugar(15);\n    setChocolate(15);\n
47,addCoffee,Inventory,CoffeeMaker10,CoffeeMaker_Web/src/edu/ncsu/csc326/coffeemaker/Inventory.java,95,105,6,/**\n   * Add the number of coffee units in the inventory \n   * to the current amount of coffee units.\n   * @param coffee\n   * @throws InventoryException\n   */,11,"  public synchronized void addCoffee(String coffee) throws InventoryException {\n    int amtCoffee = 0;\n    try {\n      amtCoffee = Integer.parseInt(coffee);\n    } catch (NumberFormatException e) {\n      throw new InventoryException(""Units of coffee must be a positive integer"");\n    }\n    if (amtCoffee >= 0) {\n      Inventory.coffee += amtCoffee;\n    } else {\n      throw new InventoryException(""Units of coffee must be a positive integer"");\n"
