method_id,method_name,class_name,software_system,filepath,start_line,end_line,Length_of_Head_Comment,Head_Comment,Length_of_the_Implementation,Method_Implementation
150,finalize,CDATAReader,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/CDATAReader.java,81,85,3,/**\n  * Cleans up the object when it's destroyed.\n  */,5,   protected void finalize()\n    throws Throwable\n   {\n    this.reader = null;\n    super.finalize();\n
151,read,CDATAReader,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/CDATAReader.java,101,150,12,"/**\n  * Reads a block of data.\n  *\n  * @param buffer where to put the read data\n  * @param offset first position in buffer to put the data\n  * @param size maximum number of chars to read\n  *\n  * @return the number of chars read, or -1 if at EOF\n  *\n  * @throws java.io.IOException\n  *    if an error occurred reading the data\n  */",41,"   public int read(char[] buffer,\n           int  offset,\n           int  size)\n    throws IOException\n   {\n    int charsRead = 0;\n    if (this.atEndOfData) {\n     return -1;\n    }\n    if ((offset + size) > buffer.length) {\n     size = buffer.length - offset;\n    }\n    while (charsRead < size) {\n     char ch = this.savedChar;\n     if (ch == 0) {\n      ch = this.reader.read();\n     } else {\n      this.savedChar = 0;\n     }\n     if (ch == ']') {\n      char ch2 = this.reader.read();\n      \n      if (ch2 == ']') {\n         char ch3 = this.reader.read();\n         if (ch3 == '>') {\n          this.atEndOfData = true;\n          break;\n         }\n         this.savedChar = ch2;\n         this.reader.unread(ch3);\n      } else {\n         this.reader.unread(ch2);\n      }\n     }\n     buffer[charsRead] = ch;\n     charsRead++;\n    }\n    if (charsRead == 0) {\n     charsRead = -1;\n    }\n    return charsRead;\n"
215,getElementName,XMLValidationException,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLValidationException.java,165,167,4,"/**\n  * Returns the name of the element in which the validation is violated.\n  * If there is no current element, null is returned.\n  */",3,   public String getElementName()\n   {\n    return this.elementName;\n
216,getAttributeName,XMLValidationException,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLValidationException.java,175,177,4,"/**\n  * Returns the name of the attribute in which the validation is violated.\n  * If there is no current attribute, null is returned.\n  */",3,   public String getAttributeName()\n   {\n    return this.attributeName;\n
217,XMLValidationException,XMLValidationException,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLValidationException.java,127,144,12,/**\n  * Creates a new exception.\n  *\n  * @param errorType    the type of validity error\n  * @param systemID     the system ID from where the data came\n  * @param lineNr     the line number in the XML data where the\n  *             exception occurred.\n  * @param elementName  the name of the offending element\n  * @param attributeName  the name of the offending attribute\n  * @param attributeValue the value of the offending attribute\n  * @param msg      the message of the exception.\n  */,18,"   public XMLValidationException(int  errorType,\n                 String systemID,\n                 int  lineNr,\n                 String elementName,\n                 String attributeName,\n                 String attributeValue,\n                 String msg)\n   {\n    super(systemID, lineNr, null,\n      msg + ((elementName == null) ? """" : ("", element="" + elementName))\n      + ((attributeName == null) ? """"\n                     : ("", attribute="" + attributeName))\n      + ((attributeValue == null) ? """"\n                     : ("", value=\'"" + attributeValue + ""\'"")),\n      false);\n    this.elementName = elementName;\n    this.attributeName = attributeName;\n    this.attributeValue = attributeValue;\n"
218,finalize,XMLValidationException,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLValidationException.java,151,157,3,/**\n  * Cleans up the object when it's destroyed.\n  */,7,   protected void finalize()\n    throws Throwable\n   {\n    this.elementName = null;\n    this.attributeName = null;\n    this.attributeValue = null;\n    super.finalize();\n
219,errorClosingTagNotEmpty,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,552,557,7,/**\n  * Throws an XMLParseException to indicate that extra data is encountered\n  * in a closing tag.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  */,6,"   static void errorClosingTagNotEmpty(String systemID,\n                     int  lineNr)\n    throws XMLParseException\n   {\n    throw new XMLParseException(systemID, lineNr,\n                  ""Closing tag must be empty"");\n"
221,errorUnexpectedPCData,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,722,733,8,/**\n  * Throws an XMLValidationException to indicate that a #PCDATA element was\n  * unexpected.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  * @param parentElementName the name of the parent element\n  */,12,"   static void errorUnexpectedPCData(String systemID,\n                   int  lineNr,\n                   String parentElementName)\n    throws XMLValidationException\n   {\n    throw new XMLValidationException(\n            XMLValidationException.UNEXPECTED_PCDATA,\n            systemID, lineNr,\n            /*elementName*/ null,\n            /*attributeName*/ null,\n            /*attributeValue*/ null,\n            ""Unexpected #PCDATA in element "" + parentElementName);\n"
223,errorUnexpectedCDATA,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,496,501,7,/**\n  * Throws an XMLParseException to indicate that a CDATA section is\n  * unexpected at this point.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  */,6,"   static void errorUnexpectedCDATA(String systemID,\n                  int  lineNr)\n    throws XMLParseException\n   {\n    throw new XMLParseException(systemID, lineNr,\n                  ""No CDATA section is expected here"");\n"
225,errorInvalidAttributeValue,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,674,687,10,/**\n  * Throws an XMLValidationException to indicate that an attribute has an\n  * invalid value.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  * @param elementName  the name of the element\n  * @param attributeName  the name of the attribute\n  * @param attributeValue the value of that attribute\n  */,14,"   static void errorInvalidAttributeValue(String systemID,\n                      int  lineNr,\n                      String elementName,\n                      String attributeName,\n                      String attributeValue)\n    throws XMLValidationException\n   {\n    throw new XMLValidationException(\n               XMLValidationException.ATTRIBUTE_WITH_INVALID_VALUE,\n               systemID, lineNr,\n               elementName,\n               attributeName,\n               attributeValue,\n               ""Invalid value for attribute "" + attributeName);\n"
227,errorUnexpectedAttribute,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,647,660,9,/**\n  * Throws an XMLValidationException to indicate that an attribute is\n  * unexpected.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  * @param elementName  the name of the element\n  * @param attributeName  the name of the unexpected attribute\n  */,14,"   static void errorUnexpectedAttribute(String systemID,\n                    int  lineNr,\n                    String elementName,\n                    String attributeName)\n    throws XMLValidationException\n   {\n    throw new XMLValidationException(\n           XMLValidationException.UNEXPECTED_ATTRIBUTE,\n           systemID, lineNr,\n           elementName,\n           attributeName,\n           /*attributeValue*/ null,\n           ""Element "" + elementName + "" did not expect an attribute ""\n           + ""named "" + attributeName);\n"
230,scanPublicID,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,128,140,11,/**\n  * Scans a public ID.\n  *\n  * @param publicID     will contain the public ID\n  * @param reader     the reader\n  *\n  * @return the system ID\n  *\n  * @throws java.io.IOException\n  *    if an error occurred reading the data\n  */,12,"   static String scanPublicID(StringBuffer publicID,\n                IXMLReader   reader)\n    throws IOException,\n       XMLParseException\n   {\n    if (! XMLUtil.checkLiteral(reader, ""UBLIC"")) {\n     return null;\n    }\n    XMLUtil.skipWhitespace(reader, null);\n    publicID.append(XMLUtil.scanString(reader, \'\\0\', null));\n    XMLUtil.skipWhitespace(reader, null);\n    return XMLUtil.scanString(reader, \'\\0\', null);\n"
231,errorWrongClosingTag,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,532,541,9,/**\n  * Throws an XMLParseException to indicate that the closing tag of an\n  * element does not match the opening tag.\n  *\n  * @param systemID     the system ID of the data source\n  * @param lineNr     the line number in the data source\n  * @param expectedName the name of the opening tag\n  * @param wrongName  the name of the closing tag\n  */,10,"   static void errorWrongClosingTag(String systemID,\n                  int  lineNr,\n                  String   expectedName,\n                  String   wrongName)\n    throws XMLParseException\n   {\n    throw new XMLParseException(systemID, lineNr,\n                  ""Closing tag does not match opening tag: `""\n                  + wrongName + ""\' != `"" + expectedName\n                  + ""\'"");\n"
232,readChar,XMLUtil,JHotDraw741,jhotdraw7/src/main/java/net/n3/nanoxml/XMLUtil.java,391,405,7,/**\n  * Reads a character from the reader disallowing entities.\n  *\n  * @param reader     the reader\n  * @param entityChar   the escape character (&amp; or %) used to indicate\n  *             an entity\n  */,13,"   static char readChar(IXMLReader reader,\n            char     entityChar)\n    throws IOException,\n       XMLParseException\n   {\n    String str = XMLUtil.read(reader, entityChar);\n    char ch = str.charAt(0);\n    if (ch == entityChar) {\n     XMLUtil.errorUnexpectedEntity(reader.getSystemID(),\n                     reader.getLineNr(),\n                     str);\n    }\n    return ch;\n"
