method_id,method_name,class_name,software_system,filepath,start_line,end_line,Length_of_Head_Comment,Head_Comment,Length_of_the_Implementation,Method_Implementation
2751,createVerticalBarChart3D,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,93,118,10,/**\n   * Creates a vertical 3D-effect bar chart with default settings.\n   * <P>\n   * Added by Serge V. Grachov.\n   * @param title The chart title.\n   * @param categoryAxisLabel The label for the category axis.\n   * @param valueAxisLabel The label for the value axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */,26,"  public static JFreeChart createVerticalBarChart3D(String title, String categoryAxisLabel,\n                          String valueAxisLabel, CategoryDataset data,\n                          boolean legend) {\n\n    JFreeChart chart = null;\n\n    try {\n      Axis categoryAxis = new HorizontalCategoryAxis(categoryAxisLabel);\n      Axis valueAxis = new VerticalNumberAxis3D(valueAxisLabel);\n      VerticalBarPlot plot = new VerticalBarPlot3D(categoryAxis, valueAxis);\n      // the insets here are a workaround for the fact that the plot area is no longer a\n      // rectangle, so it is overlapping the title.  To be fixed...\n      plot.setInsets(new Insets(20, 2, 2, 2));\n      plot.setRenderer(new VerticalBarRenderer3D());\n      chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n    }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createVerticalBarChart3D(...) : axis not compatible."");\n    }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createVerticalBarChart3D(...) : plot not compatible."");\n    }\n\n    return chart;\n"
2752,createStackedVerticalBarChart3D,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,170,197,11,/**\n   * Creates a stacked vertical bar chart with default settings.  This is still experimental at\n   * this point!\n   * <P>\n   * Added by Serge V. Grachov.\n   * @param title The chart title.\n   * @param categoryAxisLabel The label for the category axis.\n   * @param valueAxisLabel The label for the value axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */,28,"  public static JFreeChart createStackedVerticalBarChart3D(String title, String categoryAxisLabel,\n                            String valueAxisLabel, CategoryDataset data,\n                            boolean legend) {\n\n    JFreeChart chart = null;\n\n    try {\n      Axis categoryAxis = new HorizontalCategoryAxis(categoryAxisLabel);\n      Axis valueAxis = new VerticalNumberAxis3D(valueAxisLabel);\n      VerticalBarPlot plot = new VerticalBarPlot3D(categoryAxis, valueAxis);\n      // the insets here are a workaround for the fact that the plot area is no longer a\n      // rectangle, so it is overlapping the title.  To be fixed...\n      plot.setInsets(new Insets(20, 2, 2, 2));\n      plot.setRenderer(new StackedVerticalBarRenderer3D());\n      chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n    }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(\n        ""ChartFactory.createStackedVerticalBarChart3D(...) : axis not compatible."");\n    }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(\n        ""ChartFactory.createStackedVerticalBarChart3D(...) : plot not compatible."");\n    }\n\n    return chart;\n"
2753,createTimeSeriesChart,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,410,433,12,"/**\n   * Creates and returns a time series chart.  A time series chart is an XYPlot with a date\n   * axis (horizontal) and a number axis (vertical), and each data item is connected with a line.\n   * <P>\n   * Note that you can supply a TimeSeriesDataset to this method as it is a subclass of\n   * XYDataset.\n   * @param title The chart title.\n   * @param timeAxisLabel A label for the time axis.\n   * @param valueAxisLabel A label for the value axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */",24,"  public static JFreeChart createTimeSeriesChart(String title, String timeAxisLabel,\n                           String valueAxisLabel, XYDataset data,\n                           boolean legend) {\n\n    JFreeChart chart = null;\n\n  try {\n      Axis timeAxis = new HorizontalDateAxis(timeAxisLabel);\n    NumberAxis valueAxis = new VerticalNumberAxis(valueAxisLabel);\n      valueAxis.setAutoRangeIncludesZero(false);  // override default\n    XYPlot plot = new XYPlot(timeAxis, valueAxis);\n      plot.setXYItemRenderer(new StandardXYItemRenderer(StandardXYItemRenderer.LINES));\n    chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n  }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createTimeSeriesChart(...) : axis not compatible."");\n  }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createTimeSeriesChart(...) : axis not compatible."");\n  }\n\n    return chart;\n"
2754,createHorizontalBarChart,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,209,230,8,/**\n   * Creates a horizontal bar chart with default settings.\n   * @param title The chart title.\n   * @param categoryAxisLabel The label for the category axis.\n   * @param valueAxisLabel The label for the value axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */,22,"  public static JFreeChart createHorizontalBarChart(String title, String categoryAxisLabel,\n                            String valueAxisLabel, CategoryDataset data,\n                            boolean legend) {\n\n    JFreeChart chart = null;\n\n    try {\n    Axis categoryAxis = new VerticalCategoryAxis(categoryAxisLabel);\n    Axis valueAxis = new HorizontalNumberAxis(valueAxisLabel);\n    Plot plot = new HorizontalBarPlot(valueAxis, categoryAxis);\n    chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n  }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createHorizontalBarChart(...) : axis not compatible."");\n    }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createHorizontalBarChart(...) : plot not compatible."");\n    }\n\n    return chart;\n"
2755,createScatterPlot,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,373,394,8,/**\n   * Creates a scatter plot with default settings.\n   * @param title The chart title.\n   * @param xAxisLabel A label for the X-axis.\n   * @param yAxisLabel A label for the Y-axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */,22,"  public static JFreeChart createScatterPlot(String title, String xAxisLabel, String yAxisLabel,\n                         XYDataset data, boolean legend) {\n\n    JFreeChart chart = null;\n\n  try {\n      Axis xAxis = new HorizontalNumberAxis(xAxisLabel);\n    Axis yAxis = new VerticalNumberAxis(yAxisLabel);\n      XYPlot plot = new XYPlot(xAxis, yAxis);\n      plot.setXYItemRenderer(new StandardXYItemRenderer(StandardXYItemRenderer.SHAPES));\n    chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n  }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createScatterPlot(...) : axis not compatible."");\n  }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(""ChartFactory.createScatterPlot(...) : plot not compatible."");\n  }\n\n    return chart;\n"
2756,createStackedVerticalBarChart,ChartFactory,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/ChartFactory.java,131,155,9,/**\n   * Creates a stacked vertical bar chart with default settings.  This is still experimental at\n   * this point!\n   * @param title The chart title.\n   * @param categoryAxisLabel The label for the category axis.\n   * @param valueAxisLabel The label for the value axis.\n   * @param data The dataset for the chart.\n   * @param legend A flag specifying whether or not a legend is required.\n   */,25,"  public static JFreeChart createStackedVerticalBarChart(String title, String categoryAxisLabel,\n                             String valueAxisLabel, CategoryDataset data,\n                             boolean legend) {\n\n    JFreeChart chart = null;\n\n    try {\n      Axis categoryAxis = new HorizontalCategoryAxis(categoryAxisLabel);\n      Axis valueAxis = new VerticalNumberAxis(valueAxisLabel);\n      VerticalBarPlot plot = new VerticalBarPlot(categoryAxis, valueAxis);\n      plot.setRenderer(new StackedVerticalBarRenderer());\n      chart = new JFreeChart(data, plot, title, JFreeChart.DEFAULT_TITLE_FONT, legend);\n    }\n  catch (AxisNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(\n        ""ChartFactory.createStackedVerticalBarChart(...) : axis not compatible."");\n    }\n  catch (PlotNotCompatibleException e) {\n      // this won\'t happen unless you mess with the axis constructors above\n    System.err.println(\n        ""ChartFactory.createStackedVerticalBarChart(...) : plot not compatible."");\n    }\n\n    return chart;\n"
2757,setTrailGapPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,202,205,5,"/**\n   * Sets the gap after the last bar on the chart, and notifies registered listeners that the plot\n   * has been modified.\n   * @param percent The new gap value.\n   */",4,"  public void setTrailGapPercent(double percent) {\n  if (this.trailGapPercent!=percent) {\n      trailGapPercent = Math.min(percent, MAX_TRAIL_GAP_PERCENT);\n    notifyListeners(new PlotChangeEvent(this));\n"
2758,BarPlot,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,123,131,3,/**\n   * Constructs a bar plot with the specified axes...other attributes take default values.\n   */,9,"  public BarPlot(Axis horizontalAxis, Axis verticalAxis) throws AxisNotCompatibleException,\n                                  PlotNotCompatibleException\n  {\n  this(horizontalAxis, verticalAxis,\n       new Insets(2, 2, 2, 2),\n       DEFAULT_INTRO_GAP_PERCENT,\n       DEFAULT_TRAIL_GAP_PERCENT,\n       DEFAULT_CATEGORY_GAPS_PERCENT,\n       DEFAULT_ITEM_GAPS_PERCENT);\n"
2759,getItemGapsPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,233,234,4,"/**\n   * Returns the gap between one bar and the next within the same category, measured in Java 2D\n   * User Space units.\n   */",2,  public double getItemGapsPercent() {\n  return itemGapsPercent;\n
2760,setIntroGapPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,182,185,5,"/**\n   * Sets the gap before the first bar on the chart, and notifies registered listeners that the\n   * plot has been modified.\n   * @param percent The new gap value.\n   */",4,"  public void setIntroGapPercent(double percent) {\n  if (this.introGapPercent!=percent) {\n      this.introGapPercent = Math.min(percent, MAX_INTRO_GAP_PERCENT);\n    notifyListeners(new PlotChangeEvent(this));\n"
2761,setVerticalAxis,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,148,149,6,/**\n   * Sets the vertical axis for the plot.\n   * <P>\n   * This method should throw an exception if the axis doesn't implement the required interfaces.\n   * @param axis The new vertical axis.\n   */,2,  public void setVerticalAxis(Axis axis) throws AxisNotCompatibleException {\n  super.setVerticalAxis(axis);\n
2762,setCategoryGapsPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,222,225,5,"/**\n   * Sets the gap between the last bar in one category and the first bar in the\n   * next category, and notifies registered listeners that the plot has been modified.\n   * @param gap The new gap value.\n   */",4,"  public void setCategoryGapsPercent(double percent) {\n  if (this.categoryGapsPercent!=percent) {\n      this.categoryGapsPercent=Math.min(percent, MAX_CATEGORY_GAPS_PERCENT);\n    notifyListeners(new PlotChangeEvent(this));\n"
2763,getIntroGapPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,173,174,4,"/**\n   * Returns the gap before the first bar on the chart, as a percentage of the available drawing\n   * space (0.05 = 5 percent).\n   */",2,  public double getIntroGapPercent() {\n  return introGapPercent;\n
2764,setHorizontalAxis,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,158,159,6,/**\n   * Sets the horizontal axis for the plot.\n   * <P>\n   * This method should throw an exception if the axis doesn't implement the required interfaces.\n   * @param axis The new horizontal axis.\n   */,2,  public void setHorizontalAxis(Axis axis) throws AxisNotCompatibleException {\n  super.setHorizontalAxis(axis);\n
2765,BarPlot,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,107,117,12,"/**\n   * Standard constructor: returns a BarPlot with attributes specified by the caller.\n   * @param horizontal The horizontal axis;\n   * @param vertical The vertical axis;\n   * @param introGapPercent The gap before the first bar in the plot, as a percentage of the\n   *            available drawing space;\n   * @param trailGapPercent The gap after the last bar in the plot, as a percentage of the\n   *            available drawing space;\n   * @param categoryGapsPercent The percentage of drawing space allocated to the gap between the\n   *               last bar in one category and the first bar in the next category;\n   * @param itemGapsPercent The gap between bars within the same category;\n   */",11,"  public BarPlot(Axis horizontal, Axis vertical, Insets insets,\n       double introGapPercent, double trailGapPercent,\n           double categoryGapsPercent, double itemGapsPercent)\n      throws AxisNotCompatibleException, PlotNotCompatibleException {\n\n  super(horizontal, vertical);\n  this.insets = insets;\n  this.introGapPercent = introGapPercent;\n  this.trailGapPercent = trailGapPercent;\n  this.categoryGapsPercent = categoryGapsPercent;\n  this.itemGapsPercent = itemGapsPercent;\n"
2766,getDataset,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,138,139,4,"/**\n   * A convenience method that returns the dataset for the plot, cast as a\n   * CategoryDataset.\n   */",2,  public CategoryDataset getDataset() {\n  return (CategoryDataset)chart.getDataset();\n
2767,getTrailGapPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,193,194,4,"/**\n   * Returns the gap following the last bar on the chart, as a percentage of the available\n   * drawing space.\n   */",2,  public double getTrailGapPercent() {\n  return trailGapPercent;\n
2768,getCategoryGapsPercent,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,213,214,4,/**\n   * Returns the percentage of the drawing space that is allocated to providing gaps between the\n   * categories.\n   */,2,  public double getCategoryGapsPercent() {\n  return categoryGapsPercent;\n
2769,getCategories,BarPlot,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/BarPlot.java,165,166,3,/**\n   * A convenience method that returns a list of the categories in the data source.\n   */,2,  public java.util.List getCategories() {\n  return getDataset().getCategories();\n
2770,setLabelFont,Axis,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/Axis.java,245,255,6,/**\n   * Sets the font for the axis label.\n   * <P>\n   * Registered listeners are notified of a general change to the axis.\n   * @param font The new label font.\n   */,11,"  public void setLabelFont(Font font) {\n\n    // check arguments...\n    if (font==null) {\n      throw new IllegalArgumentException(""Axis.setLabelFont(...): null not permitted."");\n    }\n\n    // make the change (if necessary)...\n  if (!this.labelFont.equals(font)) {\n    this.labelFont = font;\n    notifyListeners(new AxisChangeEvent(this));\n"
2771,setTickMarksVisible,Axis,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/Axis.java,431,435,6,/**\n   * Sets the flag that indicates whether or not the tick marks are showing.\n   * <P>\n   * Registered listeners are notified of a general change to the axis.\n   * @param flag The flag.\n   */,5,  public void setTickMarksVisible(boolean flag) {\n\n  if (flag!=tickMarksVisible) {\n    tickMarksVisible = flag;\n    notifyListeners(new AxisChangeEvent(this));\n
2772,getTickLabelInsets,Axis,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/Axis.java,394,395,4,/**\n   * Returns the insets for the tick labels.\n   * @return The insets for the tick labels.\n   */,2,  public Insets getTickLabelInsets() {\n  return this.tickLabelInsets;\n
2775,setLabel,Axis,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/Axis.java,213,225,6,/**\n   * Sets the label for the axis.\n   * <P>\n   * Registered listeners are notified of a general change to the axis.\n   * @param label The new label for the axis (null permitted).\n   */,13,  public void setLabel(String label) {\n\n    String existing = this.label;\n    if (existing!=null) {\n    if (!existing.equals(label)) {\n      this.label = label;\n      notifyListeners(new AxisChangeEvent(this));\n    }\n    }\n    else {\n      if (label!=null) {\n      this.label = label;\n      notifyListeners(new AxisChangeEvent(this));\n
2776,setTickLabelFont,Axis,JFreeChart060,jfreechart-0.6.0/source/com/jrefinery/chart/Axis.java,346,356,6,/**\n   * Sets the font for the tick labels.\n   * <P>\n   * Registered listeners are notified of a general change to the axis.\n   * @param font The new tick label font.\n   */,11,"  public void setTickLabelFont(Font font) {\n\n    // check arguments...\n    if (font==null) {\n      throw new IllegalArgumentException(""Axis.setTickLabelFont(...): null not permitted."");\n    }\n\n    // apply change if necessary...\n  if (!this.tickLabelFont.equals(font)) {\n    this.tickLabelFont = font;\n    notifyListeners(new AxisChangeEvent(this));\n"
