method_id,method_name,class_name,software_system,filepath,start_line,end_line,Length_of_Head_Comment,Head_Comment,Length_of_the_Implementation,Method_Implementation
3243,HighLow,HighLow,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HighLow.java,105,112,19,/**\n\n   * Constructs a high-low item.\n\n   * @param x\n\n   * @param high\n\n   * @param low\n\n   * @param open\n\n   * @param close\n\n   * @param stroke\n\n   * @param paint\n\n   */,14,"  public HighLow(double x, double high, double low, double open, double close,\n\n       Stroke stroke, Paint paint) {\n\n    this.line = new Line2D.Double(x, high, x, low);\n\n  this.open = open;\n\n  this.close = close;\n\n  this.stroke = stroke;\n\n  this.paint = paint;\n\n"
3244,isValidHorizontalAlignment,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,375,381,5,/**\n\n   * Utility method for checking a horizontal alignment code.\n\n   */,12,  protected static boolean isValidHorizontalAlignment(int code) {\n\n    switch(code) {\n\n      case AbstractTitle.LEFT:   return true;\n\n      case AbstractTitle.MIDDLE: return true;\n\n      case AbstractTitle.RIGHT:  return true;\n\n      default: return false;\n\n
3245,getVerticalAlignment,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,281,282,9,"/**\n\n   * Returns the vertical alignment of the title.  The constants TOP, MIDDLE and BOTTOM (defined\n\n   * in this class) are used.\n\n   * @return The vertical alignment of the title (TOP, MIDDLE or BOTTOM);\n\n   */",4,  public int getVerticalAlignment() {\n\n    return this.verticalAlignment;\n\n
3247,setHorizontalAlignment,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,269,272,11,"/**\n\n   * Sets the horizontal alignment for the title, and notifies any registered listeners of the\n\n   * change.  The constants LEFT, CENTER and RIGHT (defined in this class) can be used to specify\n\n   * the alignment.\n\n   * @param alignment The new horizontal alignment (LEFT, CENTER or RIGHT).\n\n   */",8,  public void setHorizontalAlignment(int alignment) {\n\n    if (this.horizontalAlignment!=alignment) {\n\n      this.horizontalAlignment = alignment;\n\n      notifyListeners(new TitleChangeEvent(this));\n\n
3248,setVerticalAlignment,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,292,295,13,"/**\n\n   * Sets the vertical alignment for the title, and notifies any registered listeners of the\n\n   * change.\n\n   * The constants TOP, MIDDLE and BOTTOM (defined in this class) can be used to specify the\n\n   * alignment.\n\n   * @param alignment The new vertical alignment (TOP, MIDDLE or BOTTOM);\n\n   */",8,  public void setVerticalAlignment(int alignment) {\n\n    if (this.verticalAlignment!=alignment) {\n\n      this.verticalAlignment = alignment;\n\n      notifyListeners(new TitleChangeEvent(this));\n\n
3249,AbstractTitle,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,180,184,7,"/**\n\n   * Default constructor - builds an AbstractTitle positioned at the top of the page, centered\n\n   * horizontally and vertically within its space.\n\n   */",8,"  protected AbstractTitle() {\n\n    this(AbstractTitle.DEFAULT_POSITION,\n\n       AbstractTitle.DEFAULT_HORIZONTAL_ALIGNMENT,\n\n       AbstractTitle.DEFAULT_VERTICAL_ALIGNMENT);\n\n"
3250,AbstractTitle,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,134,156,21,"/**\n\n   * Constructs a title.\n\n   * <P>\n\n   * This class defines constants for the valid position and alignment values---an\n\n   * IllegalArgumentException will be thrown if invalid values are passed to this constructor.\n\n   * @param position The relative position of the title (TOP, BOTTOM, RIGHT and LEFT---or NORTH,\n\n   *         SOUTH, EAST and WEST if you prefer).\n\n   * @param horizontalAlignment The horizontal alignment of the title (LEFT, CENTER or RIGHT).\n\n   * @param verticalAlignment The vertical alignment of the title (TOP, MIDDLE or BOTTOM).\n\n   * @exception IllegalArgumentException If an invalid location or alignment value is passed.\n\n   */",38,"  protected AbstractTitle(int position,\n\n              int horizontalAlignment, int verticalAlignment, Insets insets) {\n\n    // check arguments...\n\n    if (!this.isValidPosition(position)) {\n\n      throw new IllegalArgumentException(""AbstractTitle(): Invalid position."");\n\n    }\n\n    if (!AbstractTitle.isValidHorizontalAlignment(horizontalAlignment)) {\n\n      throw new IllegalArgumentException(""AbstractTitle(): Invalid horizontal alignment."");\n\n    }\n\n    if (!AbstractTitle.isValidVerticalAlignment(verticalAlignment)) {\n\n      throw new IllegalArgumentException(""AbstractTitle(): Invalid vertical alignment."");\n\n    }\n\n    // initialise...\n\n    this.position = position;\n\n    this.horizontalAlignment = horizontalAlignment;\n\n    this.verticalAlignment = verticalAlignment;\n\n    this.insets = insets;\n\n    this.listeners = new java.util.ArrayList();\n\n    this.notify = true;\n\n"
3251,HorizontalBarPlot,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,75,86,9,/**\n\n   * Constructs a horizontal bar plot.\n\n   * @param horizontalAxis The horizontal axis.\n\n   * @param verticalAxis The vertical axis.\n\n   */,20,"  public HorizontalBarPlot(Axis horizontalAxis, Axis verticalAxis) {\n\n    this(horizontalAxis,\n\n       verticalAxis,\n\n       Plot.DEFAULT_INSETS,\n\n       BarPlot.DEFAULT_INTRO_GAP_PERCENT,\n\n       BarPlot.DEFAULT_TRAIL_GAP_PERCENT,\n\n       BarPlot.DEFAULT_CATEGORY_GAPS_PERCENT,\n\n       BarPlot.DEFAULT_ITEM_GAPS_PERCENT,\n\n       null);\n\n    this.renderer = new HorizontalBarRenderer();\n\n"
3252,getMaximumHorizontalDataValue,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,408,414,7,"/**\n\n   * Returns the maximum value in the range, since this is plotted against the horizontal axis for\n\n   * a HorizontalBarPlot.\n\n   */",12,  public Number getMaximumHorizontalDataValue() {\n\n  Dataset data = this.getChart().getDataset();\n\n  if (data!=null) {\n\n    return Datasets.getMaximumRangeValue(data);\n\n  }\n\n  else return null;\n\n
3253,setInsets,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,310,313,7,"/**\n\n   * Sets the insets for the title, and notifies registered listeners of the change.\n\n   * @param insets The new insets value;\n\n   */",8,  public void setInsets(Insets insets) {\n\n    if (!this.insets.equals(insets)) {\n\n      this.insets = insets;\n\n      notifyListeners(new TitleChangeEvent(this));\n\n
3254,getCategories,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,169,170,5,/**\n\n   * A convenience method that returns a list of the categories in the data source.\n\n   */,4,  public java.util.List getCategories() {\n\n  return getDataset().getCategories();\n\n
3255,getInsets,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,302,303,5,/**\n\n   * Returns the insets (the blank space around the edges) for this title.\n\n   */,4,  public Insets getInsets() {\n\n    return this.insets;\n\n
3256,setNotify,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,227,228,9,/**\n\n   * Sets the flag that indicates whether or not the notification mechanism is enabled.  There are\n\n   * certain situations (such as cloning) where you want to turn notification off temporarily.\n\n   * @param flag A boolean that indicates whether or not the notification mechanism is enabled;\n\n   */,4,  public void setNotify(boolean flag) {\n\n    this.notify = flag;\n\n
3257,calculateBarWidth,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,362,380,7,/**\n\n   * Returns the width of each bar in the chart.\n\n   * @param plotArea The area within which the plot will be drawn.\n\n   */,28,"  double calculateBarWidth(Rectangle2D plotArea) {\n\n  CategoryDataset data = getDataset();\n\n  // series, category and bar counts\n\n  int categoryCount = data.getCategoryCount();\n\n  int seriesCount = data.getSeriesCount();\n\n  int barCount = renderer.barWidthsPerCategory(data)*categoryCount;\n\n  // calculate the plot height (bars are horizontal) less whitespace\n\n  double usable = plotArea.getHeight() *\n\n                  (1.0 - introGapPercent - trailGapPercent - categoryGapsPercent);\n\n    if (renderer.barWidthsPerCategory(data)>1) {\n\n//    usable = usable - ((seriesCount-1) * categoryCount * seriesGap);\n\n    }\n\n  // and thus the width of the bars\n\n  return usable/barCount;\n\n"
3258,removeChangeListener,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,354,355,7,/**\n\n   * Unregisters an object for notification of changes to the chart title.\n\n   * @param listener The object that is being unregistered;\n\n   */,4,  public void removeChangeListener(TitleChangeListener listener) {\n\n    listeners.remove(listener);\n\n
3259,getDataset,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,127,128,5,"/**\n\n   * A convenience method that returns the dataset for the plot, cast as a CategoryDataset.\n\n   */",4,  public CategoryDataset getDataset() {\n\n  return (CategoryDataset)chart.getDataset();\n\n
3260,AbstractTitle,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,168,172,15,"/**\n\n   * Constructs a title.\n\n   * @param position The relative position of the title (TOP, BOTTOM, RIGHT and LEFT---or NORTH,\n\n   *         SOUTH, EAST and WEST if you prefer);\n\n   * @param horizontalAlignment The horizontal alignment of the title (LEFT, CENTER or RIGHT);\n\n   * @param verticalAlignment The vertical alignment of the title (TOP, MIDDLE or BOTTOM);\n\n   * @exception IllegalArgumentException If an invalid location or alignment value is passed;\n\n   */",8,"  protected AbstractTitle(int position, int horizontalAlignment, int verticalAlignment) {\n\n    this(position,\n\n       horizontalAlignment, verticalAlignment,\n\n       AbstractTitle.DEFAULT_INSETS);\n\n"
3261,HorizontalBarPlot,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,100,111,19,/**\n\n   * Constructs a horizontal bar plot.\n\n   * @param horizontalAxis The horizontal axis.\n\n   * @param verticalAxis The vertical axis.\n\n   * @param introGapPercent The gap before the first bar in the plot.\n\n   * @param trailGapPercent The gap after the last bar in the plot.\n\n   * @param categoryGapPercent The gap between the last bar in one category and the first bar in\n\n   *               the next category.\n\n   * @param itemGapPercent The gap between bars within the same category.\n\n   */,20,"  public HorizontalBarPlot(Axis horizontalAxis, Axis verticalAxis,\n\n               Insets insets,\n\n         double introGapPercent, double trailGapPercent,\n\n               double categoryGapPercent, double itemGapPercent,\n\n               CategoryToolTipGenerator toolTipGenerator) {\n\n  super(horizontalAxis, verticalAxis,\n\n        insets,\n\n        introGapPercent, trailGapPercent, categoryGapPercent, itemGapPercent,\n\n        toolTipGenerator);\n\n    this.renderer = new HorizontalBarRenderer();\n\n"
3263,getPlotType,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,386,387,5,/**\n\n   * Returns a short string describing the type of plot.\n\n   */,4,"  public String getPlotType() {\n\n  return ""Horizontal Bar Plot"";\n\n"
3264,addChangeListener,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,346,347,7,/**\n\n   * Registers an object for notification of changes to the title.\n\n   * @param listener The object that is being registered;\n\n   */,4,  public void addChangeListener(TitleChangeListener listener) {\n\n    listeners.add(listener);\n\n
3265,getCategoryAxis,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,152,153,7,/**\n\n   * A convenience method that returns a reference to the horizontal axis cast as a\n\n   * CategoryAxis.\n\n   */,4,  public CategoryAxis getCategoryAxis() {\n\n  return (CategoryAxis)verticalAxis;\n\n
3266,getNotify,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,218,219,7,/**\n\n   * Returns the flag that indicates whether or not the notification mechanism is enabled.\n\n   * @return A boolean that indicates whether or not the notification mechanism is enabled;\n\n   */,4,  public boolean getNotify() {\n\n    return this.notify;\n\n
3267,isCompatibleHorizontalAxis,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,210,214,9,"/**\n\n   * Checks the compatibility of a horizontal axis, returning true if the axis is compatible with\n\n   * the plot, and false otherwise.\n\n   * @param axis The horizontal axis;\n\n   */",10,  public boolean isCompatibleHorizontalAxis(Axis axis) {\n\n  if (axis instanceof HorizontalNumberAxis) {\n\n    return true;\n\n  }\n\n  else return false;\n\n
3268,setPosition,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,246,250,9,"/**\n\n   * Sets the position for the title.\n\n   * @param position The relative position of the title (use one of the constants TOP, BOTTOM,\n\n   *         RIGHT and LEFT, or the equivalent NORTH, SOUTH, EAST and WEST);\n\n   */",10,  public void setPosition(int position) {\n\n    if (this.position!=position) {\n\n      // check that the position is valid\n\n      this.position = position;\n\n      notifyListeners(new TitleChangeEvent(this));\n\n
3269,setHorizontalAxis,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,161,163,9,/**\n\n   * Sets the horizontal axis for the plot.  This method should throw an exception if the axis\n\n   * doesn't implement the required interfaces.\n\n   * @param axis The new horizontal axis;\n\n   */,6,  public void setHorizontalAxis(Axis axis) throws AxisNotCompatibleException {\n\n  // check that the axis implements the required interface (if not raise an exception);\n\n  super.setHorizontalAxis(axis);\n\n
3271,getPosition,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,237,238,11,"/**\n\n   * Returns the relative position of the title---represented by one of four integer constants\n\n   * defined in this class: TOP, BOTTOM, RIGHT or LEFT (or the equivalent NORTH, SOUTH, EAST and\n\n   * WEST).\n\n   * @return The title position;\n\n   */",4,  public int getPosition() {\n\n    return this.position;\n\n
3272,setVerticalAxis,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,143,145,9,/**\n\n   * Sets the vertical axis for the plot.  This method should throw an exception if the axis\n\n   * doesn't implement the required interfaces.\n\n   * @param vAxis The new vertical axis;\n\n   */,6,  public void setVerticalAxis(Axis vAxis) throws AxisNotCompatibleException {\n\n  // check that the axis implements the required interface (if not raise an exception);\n\n  super.setVerticalAxis(vAxis);\n\n
3273,notifyListeners,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,362,367,7,/**\n\n   * Notifies all registered listeners that the chart title has changed in some way.\n\n   * @param event An object that contains information about the change to the title;\n\n   */,12,  protected void notifyListeners(TitleChangeEvent event) {\n\n    if (this.notify) {\n\n      java.util.Iterator iterator = listeners.iterator();\n\n      while (iterator.hasNext()) {\n\n        TitleChangeListener listener = (TitleChangeListener)iterator.next();\n\n        listener.titleChanged(event);\n\n
3274,clone,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,196,210,15,"/**\n\n   * Returns a clone of the title.\n\n   * <P>\n\n   * One situation when this is useful is when editing the title properties - you can edit a\n\n   * clone, and then it is easier to cancel the changes if necessary.\n\n   * @return A clone of the title.\n\n   *\n\n   */",26,"  public Object clone() {\n\n    AbstractTitle duplicate = null;\n\n    try {\n\n      duplicate = (AbstractTitle)(super.clone());\n\n    }\n\n    catch (CloneNotSupportedException e) {\n\n      // this should never happen because Cloneable is implemented\n\n      throw new RuntimeException(""AbstractTitle.clone()"");\n\n    }\n\n    duplicate.setNotify(false);\n\n    duplicate.setInsets((Insets)this.getInsets().clone());\n\n    duplicate.setNotify(true);\n\n    return duplicate;\n\n"
3276,getHorizontalAlignment,AbstractTitle,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/AbstractTitle.java,259,260,9,"/**\n\n   * Returns the horizontal alignment of the title.  The constants LEFT, CENTER and RIGHT (defined\n\n   * in this class) are used.\n\n   * @return The horizontal alignment of the title (LEFT, CENTER or RIGHT);\n\n   */",4,  public int getHorizontalAlignment() {\n\n    return this.horizontalAlignment;\n\n
3277,draw,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,239,353,19,"/**\n\n   * Draws the plot on a Java 2D graphics device (such as the screen or a printer).\n\n   * <P>\n\n   * At your option, you may supply an instance of DrawInfo.  If you do, it will be populated\n\n   * with information about the drawing, including various plot dimensions and tooltip info.\n\n   * @param g2 The graphics device.\n\n   * @param plotArea The area within which the plot should be drawn.\n\n   * @param info A structure for passing back information about the chart drawing (ignored if\n\n   *       null).\n\n   */",196,"  public void draw(Graphics2D g2, Rectangle2D plotArea, DrawInfo info) {\n\n    // set up collection of drawing info...\n\n    ToolTipsCollection tooltips = null;\n\n    if (info!=null) {\n\n      info.setPlotArea(plotArea);\n\n      tooltips = info.getToolTipsCollection();\n\n    }\n\n    // adjust the drawing area for the plot insets (if any)...\n\n  if (insets!=null) {\n\n    plotArea.setRect(plotArea.getX()+insets.left,\n\n         plotArea.getY()+insets.top,\n\n               plotArea.getWidth()-insets.left-insets.right,\n\n         plotArea.getHeight()-insets.top-insets.bottom);\n\n  }\n\n  // estimate the area required for drawing the axes...\n\n  VerticalAxis vAxis = getVerticalAxis();\n\n  HorizontalAxis hAxis = getHorizontalAxis();\n\n  double vAxisAreaWidth = vAxis.reserveWidth(g2, this, plotArea);\n\n  Rectangle2D hAxisArea = hAxis.reserveAxisArea(g2, this, plotArea, vAxisAreaWidth);\n\n  // and this the area available for plotting data...\n\n  Rectangle2D dataArea = new Rectangle2D.Double(plotArea.getX()+vAxisAreaWidth,\n\n                plotArea.getY(),\n\n                plotArea.getWidth()-vAxisAreaWidth,\n\n                plotArea.getHeight()-hAxisArea.getHeight());\n\n    if (info!=null) {\n\n      info.setDataArea(dataArea);\n\n    }\n\n    // draw the background and axes...\n\n  drawOutlineAndBackground(g2, dataArea);\n\n  getCategoryAxis().draw(g2, plotArea, dataArea);\n\n  getRangeAxis().draw(g2, plotArea, dataArea);\n\n    // now get the data and plot the bars...\n\n    CategoryDataset data = this.getDataset();\n\n    if (data!=null) {\n\n      Shape savedClip = g2.getClip();\n\n      g2.clip(dataArea);\n\n      // draw a line at zero...\n\n      double translatedZero = getRangeAxis().translateValueToJava2D(0.0, dataArea);\n\n      Line2D baseline = new Line2D.Double(translatedZero, dataArea.getY(),\n\n                        translatedZero, dataArea.getMaxY());\n\n      g2.setStroke(new BasicStroke());\n\n      g2.draw(baseline);\n\n      int seriesCount = data.getSeriesCount();\n\n      int categoryCount = data.getCategoryCount();\n\n      int barCount = renderer.barWidthsPerCategory(data);\n\n      // work out the span dimensions for the categories...\n\n      double categorySpan = 0.0;\n\n      double categoryGapSpan = 0.0;\n\n      if (categoryCount>1) {\n\n        categorySpan = dataArea.getHeight()*\n\n                 (1-introGapPercent-trailGapPercent-categoryGapsPercent);\n\n        categoryGapSpan = dataArea.getHeight()*categoryGapsPercent;\n\n      }\n\n      else {\n\n        categorySpan = dataArea.getHeight()*(1-introGapPercent-trailGapPercent);\n\n      }\n\n      // work out the item span...\n\n      double itemSpan = categorySpan;\n\n      double itemGapSpan = 0.0;\n\n      if (seriesCount>1) {\n\n        if (renderer.hasItemGaps()) {\n\n          itemGapSpan = plotArea.getHeight()*itemGapsPercent;\n\n          itemSpan = itemSpan - itemGapSpan;\n\n        }\n\n      }\n\n      double itemWidth = itemSpan/(categoryCount*renderer.barWidthsPerCategory(data));\n\n      int categoryIndex = 0;\n\n      Iterator iterator = data.getCategories().iterator();\n\n      while (iterator.hasNext()) {\n\n        Object category = iterator.next();\n\n        for (int series=0; series<seriesCount; series++) {\n\n          Shape tooltipArea = renderer.drawBar(g2, dataArea, this,\n\n                             this.getRangeAxis(), data, series,\n\n                             category, categoryIndex,\n\n                             translatedZero, itemWidth,\n\n                             categorySpan, categoryGapSpan,\n\n                             itemSpan, itemGapSpan);\n\n          // collect optional tooltip information...\n\n          if (tooltips!=null) {\n\n            if (this.toolTipGenerator==null) {\n\n              toolTipGenerator = new StandardCategoryToolTipGenerator();\n\n            }\n\n            String tip = this.toolTipGenerator.generateToolTip(data, series, category);\n\n            if (tooltipArea!=null) {\n\n              tooltips.addToolTip(tip, tooltipArea);\n\n            }\n\n          }\n\n        }\n\n        categoryIndex++;\n\n      }\n\n      // draw vertical crosshair if required...\n\n      ValueAxis hva = this.getRangeAxis();\n\n      if (hva.isCrosshairVisible()) {\n\n        this.drawVerticalLine(g2, dataArea, hva.getCrosshairValue(),\n\n                    hva.getCrosshairStroke(),\n\n                    hva.getCrosshairPaint());\n\n      }\n\n      g2.setClip(savedClip);\n\n"
3278,drawItem,CandlestickRenderer,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/CandlestickRenderer.java,78,128,27,"/**\n\n   * Draws the visual representation of a single data item.\n\n   * @param g2 The graphics device.\n\n   * @param dataArea The area within which the plot is being drawn.\n\n   * @param info Collects info about the drawing.\n\n   * @param plot The plot (can be used to obtain standard color information etc).\n\n   * @param horizontalAxis The horizontal axis.\n\n   * @param verticalAxis The vertical axis.\n\n   * @param data The dataset.\n\n   * @param series The series index.\n\n   * @param item The item index.\n\n   * @param translatedRangeZero Zero on the range axis (supplied so that, if it is required, it\n\n   *    doesn't have to be calculated repeatedly).\n\n   */",84,"  public Shape drawItem(Graphics2D g2, Rectangle2D dataArea, DrawInfo info,\n\n              XYPlot plot, ValueAxis horizontalAxis, ValueAxis verticalAxis,\n\n              XYDataset data, int series, int item,\n\n              double translatedRangeZero, CrosshairInfo crosshairInfo) {\n\n    Shape result = null;\n\n    HighLowDataset highLowData = (HighLowDataset)data;\n\n  Number x = highLowData.getXValue(series, item);\n\n    Number yHigh  = highLowData.getHighValue(series, item);\n\n    Number yLow   = highLowData.getLowValue(series, item);\n\n    Number yOpen  = highLowData.getOpenValue(series, item);\n\n    Number yClose = highLowData.getCloseValue(series, item);\n\n    double xx = horizontalAxis.translateValueToJava2D(x.doubleValue(), dataArea);\n\n    double yyHigh = verticalAxis.translateValueToJava2D(yHigh.doubleValue(), dataArea);\n\n    double yyLow = verticalAxis.translateValueToJava2D(yLow.doubleValue(), dataArea);\n\n    double yyOpen = verticalAxis.translateValueToJava2D(yOpen.doubleValue(), dataArea);\n\n    double yyClose = verticalAxis.translateValueToJava2D(yClose.doubleValue(), dataArea);\n\n    Paint p = plot.getSeriesPaint(series);\n\n    Stroke s = plot.getSeriesStroke(series);\n\n    g2.setPaint(p);\n\n    g2.setStroke(s);\n\n    // draw the upper shadow\n\n    if ((yyHigh<yyOpen) && (yyHigh<yyClose)) {\n\n      g2.draw(new Line2D.Double(xx, yyHigh, xx, Math.min(yyOpen, yyClose)));\n\n    }\n\n    // draw the lower shadow\n\n    if ((yyLow>yyOpen) && (yyLow>yyClose)) {\n\n      g2.draw(new Line2D.Double(xx, yyLow, xx, Math.max(yyOpen, yyClose)));\n\n    }\n\n    // draw the body\n\n    Shape body = null;\n\n    if (yyOpen<yyClose) {\n\n      body = new Rectangle2D.Double(xx-candleWidth/2, yyOpen,\n\n                      candleWidth, yyClose-yyOpen);\n\n      g2.fill(body);\n\n    }\n\n    else {\n\n      body = new Rectangle2D.Double(xx-candleWidth/2, yyClose,\n\n                      candleWidth, yyOpen-yyClose);\n\n      g2.draw(body);\n\n    }\n\n    result = body;\n\n    return result;\n\n"
3279,CandlestickRenderer,CandlestickRenderer,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/CandlestickRenderer.java,58,60,5,/**\n\n   * Creates a new renderer.\n\n   */,4,  public CandlestickRenderer(double candleWidth) {\n\n    this.candleWidth = candleWidth;\n\n
3280,handleClick,HorizontalBarPlot,JFreeChart071,jfreechart-0.7.1/source/com/jrefinery/chart/HorizontalBarPlot.java,420,426,5,/**\n\n   * Handles a 'click' on the plot by updating the anchor values...\n\n   */,12,"  public void handleClick(int x, int y, DrawInfo info) {\n\n    // set the anchor value for the horizontal axis...\n\n    ValueAxis hva = this.getRangeAxis();\n\n    double hvalue = hva.translateJava2DtoValue((float)x, info.getDataArea());\n\n    hva.setAnchorValue(hvalue);\n\n    hva.setCrosshairValue(hvalue);\n\n"
